ID,HOSPITALID,HOSPITALNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,PHONE
3651,3651,MyHealth Southfield,29984 Telegraph Road,,,,,248-940-2700
3652,3652,MyHealth Troy,1500 West Big Beaver RD Ste 104,,,,,248-649-4444
3653,3653,MyHealth Birmingham,33722 Woodward Ave,,,,,248-919-4900
3654,3654,Medical Associates of Buchanan County Health Center,1600 1st St E,,Independence,IA,50644,319-334-2541
3655,3655,DEACTIVATED MPG PC 2400 Harbor Blvd,"2400 Harbor Blvd, Suite 9",,Port Charlotte,FL,33952,Visits cannot be scheduled online right now.
3656,3656,Medic Buddy- Mobile Urgent Care,505-738-4100,,,,,
3657,3657,IMPERIAL PRIMARY CARE MEDICAL GROUP,15625 IMPERIAL HWY,,LA MIRADA,CA,90638,562-902-3000
3658,3658,Millennium WIC Test,2450 Tamiami Trail,,Port Charlotte,FL,33952,941-624-2704
3659,3659,OneStop Medical and Urgent Care,15652 NW US HWY 441 STE 2D,,Alachua ,FL,32615,386-418-4060
3660,3660,Stopwatch Urgent Care Center - Auburn,2415 Moore's Mill Rd,#230,Auburn,AL,36830,334-502-1117
3661,3661,Stanwood,7205 265th St NW,,Stanwood,WA,98292,360-629-1505
3662,3662,Smokey Point,2901 174th St NE,,Marysville,WA,98271,360-454-1922
3663,3663,Marysville,4420 76th St NE,,Marysville,WA,98270,360-651-7497
3664,3664,Lake Stevens,8910 Vernon Rd,,Lake Stevens,WA,98258,425-397-1705
3665,3665,Gunderson,3927 Rucker Ave,,Everett,WA,98201,425-339-5422
3666,3666,Silver Lake,1818 121st St SE,,Everett,WA,98208,425-357-3305
3667,3667,Harbour Pointe,4410 106th St SW,,Mukilteo,WA,98275,425-493-6013
3668,3668,Mill Creek,15418 Main,,Mill Creek,WA,98012,425-225-8005
3669,3669,Snohomish,401 2nd St,,Snohomish,WA,98290,360-563-8605
3670,3670,Shoreline,1201 N 175th St,,Shoreline,WA,98133,206-401-3128
3671,3671,Canton Farm,6050 Canton Farm Road,,Plainfield,IL,60586,Visits cannot be scheduled online right now.
3672,3672,Henry Ford Allegiance Vascular Laboratory,,,,,,
3673,3673,Berkshire Medical Center Emergency Department - DEMO,725 North St,,Pittsfield,MA,01201,Visits cannot be scheduled online right now.
3674,3674,Trinity ASC,2020 Trinity Oaks Blvd,,Trinity ,FL,34655,Visits cannot be scheduled online right now.
3675,3675,Stopwatch Urgent Care Center -Hueytown ,3029 Allison Bonnett Memorial Drive,,Hueytown,AL,35023,205.436.8270
3676,3676,Stopwatch Urgent Care Center - Ladonia ,3838 Highway 80 West,,Ladonia,AL,36867,334.650.7025
3677,3677,DEACTIVATED Stopwatch Urgent Care Center - Rainbow City,115 West Grand Ave,Suite 90,Rainbow City ,AL,35906,Visits cannot be scheduled online right now.
3678,3678,Stopwatch Urgent Care Center - Springville,110 Legacy Park Way,,Springville,AL,35146,205.719.1000
3679,3679,Stopwatch Urgent Care Center - Opelika,151 N 20th Street,,Opelika,AL,36801,334.203.1777
3680,3680,,,,,,,
3681,3681,,,,,,,
3682,3682,Stopwatch Urgent Care Center - Phenix City,"5415 Summerville Rd, Suite B",,Phenix City ,AL,36867,334.384.9411
3683,3683,DEACTIVATED Stopwatch Urgent Care Center - Vestavia Hills,2533 Rocky Ridge Road,,Vestavia Hills,AL,35243,Visits cannot be scheduled online right now.
3684,3684,Default,100 Piedmont Rd,,,,,800-729-1363
3685,3685,Default,100 Piedmont Rd,,,,,800-729-1363
3686,3686,Edmond,228 S Bryant Ave #8,,Edmond ,OK,73034,405-938-1389
3687,3687,Nichols Hills,1121 NW 63rd,Suite 5001,,,,405-652-0632
3688,3688,Night Watch Pediatric Urgent Care,23079 Steger Pl,,Leesburg,VA,20175,703-589-9695
3689,3689,Practice Velocity Training Demo,384 Northyards Blvd NW,Suite 400,Atlanta,GA,30318,404-434-4210
3690,3690,Pete's Sandbox,310 Jerry Pl,,Tea,SD,57064,800-729-1363
3691,3691,Business Health Clinic South,5976 W Jefferson,,Fort Wayne,IN,46804,Visits cannot be scheduled online right now.
3692,3692,DEACTIVATED Business Health Clinic North,315 E Cook Rd.,,Fort Wayne,IN,46825,Visits cannot be scheduled online right now.
3693,3693,DEACTIVATED PM Pediatrics of Herndon,"905 Herndon Parkway Suite C-D, E",,Herndon,VA,20170,
3694,3694,Careworks Berwick,65 Briar Creek Plaza,,Berwick,PA,18603,570-802-5590
3695,3695,Careworks Pottsville,529 Terry Reiley Way,,Pottsville,PA,17901,570-624-4495
3696,3696,Prevea Health Lawrence Drive Health Center,1601 Lawrence Drive,,De Pere,WI,54115,920 4964700
3697,3697,Default,100 Piedmont Rd,,,,,800-729-1363
3698,3698,,,,,,,
3699,3699,Kaweah Delta Sequoia Cardiology Clinic,820 S. Akers Street Suite 130,,Visalia,CA,93277,Visits cannot be scheduled online right now.
3700,3700,Austell,1850 East West Connector,,Austell,GA,30106,770-988-5824
3701,3701,Duke City Urgent Care Carlisle,3500 Constitution Ave NE,,Albuquerque,NM,87106,505-814-1995 option 4
3702,3702,Valley Children's Medical Group - Pelandale,3525 Pelandale Ave.,,Modesto,CA,95356,Visits cannot be scheduled online right now.
3703,3703,Vanderbilt Children's After-Hours Clinic - Smyrna,515 Stonecrest Pkwy,STE 150,Smyrna ,TN,37167,(615) 875-5554
3704,3704,Aurora Urgent Care Mukwonago,120 Chapman Farm Blvd,,Mukwonago,WI,53149,262-363-6160
3705,3705,Default,100 Piedmont Rd,,,,,800-729-1363
3706,3706,Sacred Heart Campus,421 Chew St,,Allentown,PA,18102,610-776-4500
3707,3707,Lehighton Campus,211 North 12th Street,,Lehighton,PA,18235,610-377-1300
3708,3708,Sigal Center,450 W. Chew St.,,Allentown,PA,18109,610-776-4500
3709,3709,Henry Ford Allegiance Walk-In Clinic - Leslie,130 Sherman St,,Leslie,MI,49251,517-205-2113
3710,3710,Kempsville Diagnostic Center,850 Kempsville Road,,Norfolk,VA,23502,Visits cannot be scheduled online right now.
3711,3711,Champlain Family Health,828 State Route 11,,Champlain ,NY,12919,Visits cannot be scheduled online right now.
3712,3712,Plattsburgh Family Health,87 Plaza Blvd.,,Plattsburgh,NY,12901,Visits cannot be scheduled online right now.
3713,3713,ChoiceOne Sandbox,11521 Ranch Road 620 N #100 ,,Austin ,TX,78726,512-402-6830
3714,3714,Velocity Urgent Care - Harbour View,"7394 Harbour Towne Parkway, Suite 5",,Suffolk,VA,23435,757-702-8116
3715,3715,Velocity Urgent Care - Red Mill,2168 General Booth Blvd,Suite 510,Virginia Beach,VA,23454,757-702-8122
3716,3716,DEACTIVATED Velocity Urgent Care - Port Potomac,16422 Navigation Dr,,Woodbridge ,VA,22191,Visits cannot be scheduled online right now.
3717,3717,Sentara Family Medicine at 5th Station,"435 Merchant Walk Square, Suite 400",,Charlottesville,VA,23502,434-654-1800
3718,3718,Walk-In-Care - Telemedicine Clinic,"14005 S.Wards Road, Suite A",,Lynchburg,VA,24501,434-473-7700
3719,3719,Macungie Health Center,2550 Route 100,,Macungie,PA,18062,484-822-5100
3720,3720,MIT Medical,25 Carleton Street,,Cambridge,MA,02142,617-253-1311
3721,3721,AnMed Health Lakeside Family Medicine-Lab,4120 Highway 24,,Anderson,SC,29626,Visits cannot be scheduled online right now.
3722,3722,Ambient Urgent Care,24459 Sussex Hwy,Unit 2,Seaford,DE,19973,877-629-2621
3723,3723,Doctors Care - Murrells Inlet,12015 Highway 707,,Murrells Inlet,SC,29576,843-492-9021
3724,3724,AFC Urgent Care - Warrington,781 Easton Road,,Warrington,PA,18976,215-874-3209
3725,3725,Rockbrook Urgent Care,2821 S 108th St #3,,Omaha,NE,68144,(402) 933-8201
3726,3726,Crossroads Urgent Care,325 N 72nd St,,Omaha,NE,68144,402-715-5272
3727,3727,Bellevue Urgent Care,1307 Harlan Dr,,Omaha,NE,68005,402-291-8701
3728,3728,Providence Urgent Care - Providence Medical Park (Spokane Valley),16528 E. Desmet Court,Suite A1200 ,Spokane Valley,WA,99216,509-944-8910
3729,3729,Providence Urgent Care - South Division,104 W 5th Ave,,Spokane,WA,99204,509-474-2100
3730,3730,Providence Urgent Care – Hawthorne,551 E. Hawthorne Road,,Spokane,WA,99218,509-489-2369
3731,3731,AFC Urgent Care Short Pump,4101 Dominion Blvd,,Glen Allen,VA,23060,804-747-5555
3732,3732,ChoiceOne Grayson,2745 Loganville Hwy,,Loganville,GA,30052,888-246-4237
3733,3733,Carillon,900 Cariillon Parkway,,St. Petersburg ,FL,33716,727-561-2670
3734,3734,Bloomingdale,2442 Bloomingdale Ave.,,Valrico,FL,33596,813-586-8686
3735,3735,BayCare Outpatient Imaging Big Bend ,10141 Big Bend Road,,Riverview,FL,33578,813-302-8925
3736,3736,Eyewear Center Danville,16 Woodbine Lane,,Danville,PA,17821,Visits cannot be scheduled online right now.
3737,3737,Eyewear Center Wilkes-Barre,675 Baltimore Drive,,Wilkes-Barre,PA,18702,Visits cannot be scheduled online right now.
3738,3738,BayCare Labs - Bloomingdale,2470 Bloomingdale Ave.,,Valrico,FL,33594,800-324-7853
3739,3739,Fort Norfolk Diagnostic Center,301 Riverview Ave,Suite 830,Norfolk,VA,23510,Visits cannot be scheduled online right now.
3740,3740,New Town Diagnostic Center,4374 New Town Ave,Suite 104,,,,Visits cannot be scheduled online right now.
3741,3741,Encompass Care,6424 Losee Rd # 100,,North Las Vegas,NV,89086,Visits cannot be scheduled online right now.
3742,3742,WellNow Urgent Care - Utica,230 N Genesee St,,,,,315-275-3214
3743,3743,WellNow Urgent Care - Crestwood,13448 Cicero Ave,,,,,708-682-3384
3744,3744,WellNow Urgent Care - Watertown,1233 Arsenal St,,,,,315-221-5289
3745,3745,,,,,,,
3746,3746,Colton Urgent Care,1181 Mt. Vernon Ave.,,Colton,CA,92324,909-639-8800
3747,3747,Memorial Family Healthcare Solano,1205 S. Soano Drive,,Las Cruces,NM,88001,Visits cannot be scheduled online right now.
3748,3748,Memorial Internal Medicine,2450 S. Telshor Blvd,,Las Cruces,NM,88011,Visits cannot be scheduled online right now.
3749,3749,Memorial Internal Medicine Mall Dr,1180 Mall Drive,Suite A,Las Cruces,NM,88011,Visits cannot be scheduled online right now.
3750,3750,Taylor Urgent Care Walk In Clinic,23234 Ecorse Rd&nbsp;,,Taylor,MI,48180,313-729-1363
3751,3751,Clinton Urgent Care Walk-in Clinic,37150 S. Gratiot Ave.,,Clinton Twp,MI,48036,586-267-1334
3752,3752,North Stonington Medical Walk In Center,82 Norwich Westerly Rd,,North Stonington,CT,06359,860-599-2469
3753,3753,Premier Health Urgent Care - Beavercreek,2484 N Fairfield Rd,,Beavercreek,OH,45431,937-208-8170
3754,3754,Accident Clinic,1801 16th Street,,Greeley,CO,80631,888-888-8888
3755,3755,BetterMed Short Pump,12214 W. Broad Street,,Henrico,VA,23233,804-362-8345
3756,3756,York Walk-in Care,343 US Route 1,,,,,(207) 351-2600
3757,3757,York Hospital in Kittery,35 Walker Street,,,,,(207) 752-8652
3758,3758,ConvenientMD LLC Bangor,543 Broadway,,Bangor,ME,04401,207-922-1300
3759,3759,AFC Urgent Care - Richmond,6711 Rustling Oaks Drive,,Richmond,TX,77469,281-610-7961
3760,3760,InFocus Urgent Care - New Brunswick,335 George Street,,New Brunswick,NJ,08901,609-799-7009
3761,3761,InFocus Urgent Care - West Windsor,64 Princeton Hightstown Rd,,West Windsor,NJ,08550,609-799-7009
3762,3762,InFocus Urgent Care - Ewing,100 Campus Town Circle,Suite 100,Ewing Township,NJ,08628,609-799-7009
3763,3763,DEACTIVATED MPG JACKSONVILLE TIMUQUANA RD,"5851 Timuquana Road, Suite 303",,Jacksonville,FL,32210,Visits cannot be scheduled online right now.
3764,3764,Estero Walk-In Center,"10201 Arcos Ave., Suite 105",,Estero,FL,33928,239-333-2273
3765,3765,DEACTIVATED MPG CAPE 1708 CC PKWY STE 2,1708 Cape Coral Pkwy W. Suite 2,,Cape Coral,FL,33914,Visits cannot be scheduled online right now.
3766,3766,Cape Coral Parkway Walk-In Center,1708 Cape Coral Pkwy W. Suite 2,,Cape Coral,FL,33914,239-333-3333
3767,3767,Test Clinic,100 Piedmont Rd,,,,,800-729-1363
3768,3768,UHS Robinson Street,160 Robinson Street,,Binghamton,NY,13904,607-296-2222
3769,3769,UrgentVet - Belmont,600 - A Park Street,,Belmont,NC,28012,704-825-8868
3770,3770,UrgentVet - Fort Mill,870 Gold Hill Road,,Fort Mill,SC,29708,803-486-2550
3771,3771,Plattsburgh Family Health Test,87 Plaza Blvd.,,Plattsburgh,NY,12901,Visits cannot be scheduled online right now.
3772,3772,Xpress Urgent Care - Costa Mesa,131 East 17th Street,,,,,949-548-8400
3773,3773,Xpress Urgent Care - Tustin,17612 East 17th Street,,,,,714-243-5450
3774,3774,Bill's Sandbox 4,100 Piedmont Rd,,,,,800-729-1363
3775,3775,Columbus Center Orthopedics Walk-In,39450 Twelve Mile Rd,,Novi,MI,48377,248-344-6677
3776,3776,Henry Ford Allegiance Orthopedics Walk-In Clinic,"1201 E Michigan Ave, 300",,Jackson,MI,49201,517-205-7438
3777,3777,Camden Lowcountry Urgent Care,2010 W. Dekalb St.,,Camden,SC,29020,803-272-0500
3778,3778,Heartland Urgent Care,"2412 Ring Road, Suite 100",,Elizabethtown,KY,42701,270-769-2273
3779,3779,DEACTIVATED MPG FM 12995 S CLEVELAND,"12995 S. Cleveland Ave., Suite 184",,Fort Myers,FL,33907,Visits cannot be scheduled online right now.
3780,3780,Urgent Care in Gainesville,597 S Enota Dr NE,,Gainesville,GA,30501,770-219-7777
3781,3781,Urgent Care in Buford,4889 Golden Pkwy,Ste 100,Buford,GA,30518,770-848-9240
3782,3782,Urgent Care in Dawsonville,108 Prominence Court,Ste 100,Dawsonville,GA,30534,706-344-6940
3783,3783,Urgent Care in Dacula,852 Dacula Rd,,Dacula,GA,30019,770-848-9380
3784,3784,Urgent Care in Braselton,1515 River Place,,Braselton,GA,30517,770-848-6195
3785,3785,Urgent Care in Dahlonega,73 Maxwell Ln,,Dahlonega,GA,30533,706-344-6953
3786,3786,Urgent Care in Cleveland,2578 Helen Hwy,,Cleveland,GA,30528,706-348-4280
3787,3787,DEACTIVATED AFC Urgent Care Short Pump,4101 Dominion Blvd,,Glen Allen,VA,23060,Visits cannot be scheduled online right now.
3788,3788,BMC Wellness,725 North St,,Pittsfield,MA,01201,413-447-3100
3789,3789,GoHealth Springfield TEST,3233 E Sunshine St,Suite 100,Springfield,MO,65804,417-812-8149
3790,3790,GoHealth St. Louis TEST,10700 Manchester Rd,Ste E,Kirkwood,MO,63122,314-428-9541
3791,3791,GoHealth Oklahoma City TEST,1380 W Covell Rd,Suite #132, Edmond,OK,73003,405-400-9442
3792,3792,GoHealth NC TEST,600 Highland Oaks Dr,,Winston-Salem,NC,27103,336-774-0040
3793,3793,GoHealth NW Arkansas TEST,2012 S Promenade Blvd,,Rogers ,AR,72758,479-616-1485
3794,3794,Urgent Care of Holden,5 Shrewsbury St Suite D,,Holden,MA,01520,(508) 829-3800
3795,3795,Urgent Care of Wilbraham,2040 Boston Rd Ste 5,,Wilbraham,MA,01095,(413) 599-3800
3796,3796,ConvenientMD LLC Portland,191 Marginal Way,,Portland,ME,04101,207-517-3838
3797,3797,ConvenientMD LLC Westbrook,950 Main Street,,Westbrook,ME,04092,207-517-3800
3798,3798,ConvenientMD LLC Weymouth,987 Main Street,,,,,781-927-3000
3799,3799,ConvenientMD LLC Falmouth,40 Davis Straits,,Falmouth,MA,02540,774-255-3010
3800,3800,ConvenientMD LLC Newburyport,35 Storey Ave,Unit 1,Newburyport,MA,01950,978-225-6607
3801,3801,ConvenientMD LLC Keene,351 Winchester Street,,Keene,NH,03431,603-352-3406
3802,3802,ConvenientMD LLC Nashua,565 Amherst Street,,Nashua,NH,03063,603-578-3347
3803,3803,ConvenientMD LLC Portsmouth,599 Lafayette Rd.,,Portsmouth,NH,03801,603-942-7900
3804,3804,ConvenientMD LLC Windham,125 Indian Rock Road,,Windham,NH,03087,603-890-6330
3805,3805,ConvenientMD LLC Concord,8 Loudon Road,,Concord,NH,03301,603 226-9000
3806,3806,ConvenientMD LLC Stratham,1 Portsmouth Ave,,Stratham,NH,03885,603-772-3600
3807,3807,ConvenientMD LLC Merrimack,2 Dobson Way,,Merrimack,NH,03054,603-471-6069
3808,3808,ConvenientMD LLC Dover,14 Webb Place,,Dover,NH,03820,603-742-7900
3809,3809,ConvenientMD LLC Bedford,3 Nashua Rd,,Bedford,NH,03110,603-472-6700
3810,3810,Arden's RPR Sandbox,554 North Ave.,,Atlanta,GA,30318,678-975-8234
3811,3811,RPR Test,100 Piedmont Rd,,,,,678-729-1363
3812,3812,DEACTIVATED Mount Sinai Urgent Care - Brooklyn Heights,300 Cadman Plaza West,,Brooklyn,NY,11201,Visits cannot be scheduled online right now.
3813,3813,BayCare Home Care - Respiratory,8452 118th Avenue North,,Largo,FL,33773,Visits cannot be scheduled online right now.
3814,3814,BayCare Respiratory Health - Home Visits,1002 Canal St,,Tampa,FL,33607,Visits cannot be scheduled online right now.
3815,3815,Morton Plant North Bay Hospital - Medical Arts Building - Sleep Disorder Center,6633 Forest Ave,Suite 120,New Port Richey,FL,34653,Visits cannot be scheduled online right now.
3816,3816,Mease Countryside Hospital - Medical Arts Building - Sleep Disorder Center,1840 Mease Drive,Suite 120,Safety Harbor,FL,34695,Visits cannot be scheduled online right now.
3817,3817,Bardmoor Outpatient Center - Medical Arts Building - Sleep Disorder Center,8839 Bryan Dairy Road,Suite 210,Largo,FL,33777,Visits cannot be scheduled online right now.
3818,3818,Morton Plant Hospital - Ptak Orthopaedic and Neuroscience Building,430 Morton Plant Street,Suite 100,Clearwater,FL,33756,Visits cannot be scheduled online right now.
3819,3819,St. Joseph's Hospital - South,6901 Simmons Loop,,Riverview,FL,33578,Visits cannot be scheduled online right now.
3820,3820,St. Anthony's Hospital - Sleep Disorders Center,1200 Seventh Avenue N,,St. Petersburg,FL,33705,Visits cannot be scheduled online right now.
3821,3821,Sarasota Memorial - Sleep Disorders Center,1625 South Osprey Avenue,,Sarasota,FL,34239,Visits cannot be scheduled online right now.
3822,3822,St. Joseph's Women's Hospital,3030 W. Dr. Martin Luther King Jr Blvd,,Tampa,FL,33607,Visits cannot be scheduled online right now.
3823,3823,Bartow Regional Medical Center (1st &amp; 3rd Thursdays ONLY),2200 Osprey Blvd,Classroom 2,Bartow,FL,33830,Visits cannot be scheduled online right now.
3824,3824,Arden's RPR Sandbox 2,100 Piedmont Rd,,,,,800-729-1363
3825,3825,Marge Wright Veterinary Clinic,1311 W. Hatcher Rd,,Phoenix,AZ,85021,602.997.7585 ext. 4001
3826,3826,Margaret McAllister Brock Veterinary Clinic,1521 W. Dobbins Rd,,Phoenix,AZ,85041,602.997.7585 ext. 4000
3827,3827,Brunswick Urgent Care East Brunswick,641 Route 18 South,,East Brunswick,NJ,08816,(732) 955-6765
3828,3828,Veterinary Urgent Care Center - Plymouth,34 Long Pond Rd,,Plymouth,MA,02360,774-608-7016
3829,3829,Newcastle Urgent Care,13159 Newcastle Commons Dr,,Newcastle,WA,98059,(425) 635-3020
3830,3830,DEACTIVATED Pacific Crest Children's Urgent Care,6924 NE Sandy Blvd,,Portland,OR,97213,Visits cannot be scheduled online right now.
3831,3831,DEACTIVATED PM Pediatrics of Ashburn,19800 Belmont Chase Drive #110,,Ashburn,VA,20147,
3832,3832,Premier Sandbox,5621 Hwy 21 South,,Rincon,GA,31326,912-295-5860
3833,3833,AFC Urgent Care - Cheltenham,2401 W. Cheltenham Ave. STE 132,,Wyncote,PA,19095,215-935-6777
3834,3834,Baylor Scott and White Clinic - College Station University Drive,1700 University Drive E,,College Station,TX,77840,
3835,3835,Baylor Tom Landry Fitness Center - Cardiac Rehabilitation Center,"411 N Washington Ave, Suite 3100",,Dallas,TX,75246,
3836,3836,Cone Health Urgent Care - Greensboro,1123 North Church Street,,Greensboro,NC,27401,Visits cannot be scheduled online right now.
3837,3837,Gibson General Hospital Family Medical Center,4840 South Maple Tree Drive,,Princeton,IN,47670,(812) 387-4444
3838,3838,AFC Urgent Care - Suffolk,"1013 University Boulevard, Suite 270",,Suffolk,VA,23435,757-335-4755
3839,3839,Lourdes Urgent Care - Breaux Bridge,1821 Rees St.,,Breaux Bridge,LA,70517,Visits cannot be scheduled online right now.
3840,3840,Lourdes Urgent Care - Broussard,109 St. Nazaire Rd.,Suite A,Broussard,GA,70518,Visits cannot be scheduled online right now.
3841,3841, Lourdes Urgent Care - Carencro,3824 NE Evangeline Thruway,,Carencro,LA,70520,(337) 565-2675
3842,3842,Lourdes Urgent Care - Lafayette,1700 Kaliste Saloom Rd.,,Lafayette,LA,70508,(337) 981-5085
3843,3843,Mediq Urgent Care,78 Medical Center Dr,,Fishersville,VA,22939,(540) 332-4444
3844,3844,Noah's Multiple Services DEMO,384 Northyards Blvd NW,Suite 400,Atlanta,GA,30318,800-729-1363
3845,3845,Noah's Scheduled Care DEMO,384 Northyards Blvd NW,Suite 400,Atlanta,GA,30318,Visits cannot be scheduled online right now.
3846,3846,Lab Services at Christiana Hospital Campus,4745 Ogletown-Stanton Road ,"ChristianaCare Medical Arts Pavilion 1, Suite 100 ",Newark,DE,19713,302-733-6244
3847,3847,RPR Test clinic,554 North Ave.,,Atlanta,GA,30318,678-975-8234
3848,3848,UnityPoint Health Urgent Care - Marshalltown,55 Central Iowa Dr,,Marshalltown,IA,50158,641-854-8550
3849,3849,St. Francis Urgent Care,2020 Tower Dr.,Suite 100,Monroe,LA,71201,318-998-0700
3850,3850,SJC Pooler Health Center,101 St. Joseph’s/Candler Drive,Suite 100,Pooler,GA,31322,912-737-2250
3851,3851,Sherwood - Workers Comp,21430 SW Langer Farms Pkwy,Suite 158,Sherwood,OR,97140,971-808-0655
3852,3852,Camas - Workers Comp,"3425 SE 192nd Ave., #106",,Vancouver,WA,98683,360-205-2960
3853,3853,High Lakes Health Care - Upper Mill,929 SW Simpson Ave,Suite 300,Bend,OR,97702,541-389-7741
3854,3854,Dayton Children's after-hours ortho,3333 West Tech Road,,Miamisburg,OH,45342,937-641-3010
3855,3855,Central Jersey Urgent Care - Eatontown,142 Highway 35,,Eatontown,NJ,07724,732-515-5111
3856,3856,Accident Clinic,554 North Avenue,,Atlanta,GA,30313,800-729-1363
3857,3857,DEACTIVATED Urgentology Care,4130 N Collins St,,Arlington,TX,76005,Visits cannot be scheduled online right now.
3858,3858,High Lakes Health Care - Sisters,354 W Adams Ave,,Sisters,OR,97759,541-549-9609
3859,3859,High Lakes Health Care - Redmond,1001 NW Canal Blvd,,Redmond,OR,97756,541-548-7134
3860,3860,AFC Urgent Care - Castle Rock,5700 New Abby Lane - Suite D300,,Castle Rock,CO,80108,303-660-9700
3861,3861,DEACTIVATED Portland Urgent Care,4160 NE Sandy Blvd,,Portland,OR,97212,Visits cannot be scheduled online right now.
3862,3862,&nbsp;Elliot at River’s Edge Urgent Care Center,185 Queen City Ave &nbsp;,,,,,&nbsp;603-663-7227
3863,3863,Elliot at Londonderry Urgent Care Center,40 Buttrick Road,,Londonderry ,NH,03053,603-552-1552
3864,3864,Elliot at Bedford Urgent Care Center,25 Leavy Drive,,Bedford,NH,03110,603-472-1772
3865,3865,DEACTIVATED MPG OCALA SE 3RD COURT,2840 SE 3rd Ct,,Ocala,FL,34471,Visits cannot be scheduled online right now.
3866,3866,MH Employee Health - Gessner,921 Gessner Road,Suite T1:057,Houston ,TX,77024,Visits cannot be scheduled online right now.
3867,3867,MH Employee Health - Texas Medical Center,6411 Fannin Street,Suite JB500,Houston,TX,77030,Visits cannot be scheduled online right now.
3868,3868,MH Employee Health - The Woodlands,920 Medical Plaza Drive,Suite 340,Shanandoah,TX,77380,Visits cannot be scheduled online right now.
3869,3869,Mid Coast Hospital Walk-In Clinic and Laboratory,22 Station Avenue,,Brunswick,ME,04011,(207) 406-7500
3870,3870,Rios Healthcare Associates,3899 Southwest Freeway,,Houston,TX,77027,(832) 323-9230
3871,3871,Floyd Urgent Care Cartersville,1328 Joe Frank Harris Pkwy,,Cartersville,GA,30120,770.382.0029
3872,3872,Floyd Urgent Care Centre,391 Northwood Drive,,Centre,AL,35960,256.927.7412
3873,3873,Floyd Urgent Care Rome,302 Shorter Avenue,,Rome,GA,30165,706.291.3700
3874,3874,DEACTIVATED,2840 SE 3rd Ct,,Ocala,FL,34471,Visits cannot be scheduled online right now.
3875,3875,AppleCare Statesboro,586 Brannen Street,,,,,912-871-6611
3876,3876,UNC Urgent Care at Park West Village,"1104 Market Center Drive, #130",,Morrisville,NC,27560,984-960-1200
3877,3877,UNC Urgent Care at Beaver Creek Commons,1059 Beaver Creek Commons Drive,,Apex,NC,27502,984-960-1300
3878,3878,DEACTIVATED Prosperity Crossing - Urgent Care,"5727 Prosperity Crossing Dr, Ste 1100",,Charlotte,NC,28269,Visits cannot be scheduled online right now.
3879,3879,Adventist Health Medical Office - Fowler,300 South Leon S Peters Blvd,,Fowler,CA,93625,Visits cannot be scheduled online right now.
3880,3880,Freedom Urgent Care - Harker Heights,300 W Central Texas Expy,#115,Harker Heights,TX,76548,254-833-8456
3881,3881,Freedom Urgent Care - Killeen,3202 S. WS Young,Suite 106,Killeen,TX,76542,254-781-5446
3882,3882,,,,,,,
3883,3883,,,,,,,
3884,3884,,,,,,,
3885,3885,,,,,,,
3886,3886,,,,,,,
3887,3887,IU Health Urgent Care - Bloomington,326 S Woodscrest Dr,,Bloomington,IN,47401,812.353.6888
3888,3888,IU Health Urgent Care - Broad Ripple,1036 Broad Ripple Ave,,Indianapolis,IN,46220,317.759.9960
3889,3889,IU Health Urgent Care - Brownsburg,90 E Garner Rd,Suite A,Brownsburg,IN,46112,317.858.7566
3890,3890,IU Health Urgent Care - Greenwood,996 S SR 135,Suite P,Greenwood,IN,46143,317.893.3888
3891,3891,IU Health Urgent Care - Noblesville,14645 Hazel Dell Road,Suite 120,Noblesville,IN,46062,317.922.2090
3892,3892,DEACTIVATED IU Health Urgent Care - Lawrence/Fort Ben,9165 Otis Ave,Suite 112,Lawrence,IN,46226,Visits cannot be scheduled online right now.
3893,3893,IU Health Urgent Care - SANDBOX,5621 Main Street,,Bloomingon,IN,47401,812.353.6888
3894,3894,Urgent Care Now - Fair Oaks,12417 Fair Oaks Blvd #600,,,,,916-727-1400
3895,3895,Fogelsville Health Center,1251 Turnstone Drive,,Fogelsville,PA,18051,(484) 822-5154
3896,3896,Lehigh County Government Center,"17 S 7th Street, Suite 340",,Allentown,PA,18101,610-782-3202
3897,3897,SL Dermatology,"5445 Lanark Road, Suite 300",,Center Valley,PA,18034,kyle.harryn@sluhn.org
3898,3898,Family &amp; Industrial Medical Center,47 Santa Rosa St,,San Luis Obispo,CA,93405,(805) 542-9596
3899,3899,Deactivated,100 Piedmont Rd,,,,,800-729-1363
3900,3900,Milford Regional Urgent Care - Franklin,1280 West Central Street,,Franklin,MA,02038,Visits cannot be scheduled online right now.
3901,3901,Banner Urgent Care - Central &amp; Washington,1 North Central Ave,Suite 105,Phoenix,AZ,85004,602-255-7650
3902,3902,FryeCare Family Physicians - Hudson,3060 Hickory Blvd,,Hudson,NC,28638,Visits cannot be scheduled online right now.
3903,3903,Fauquier Cardiology (unused),6200 Station Drive,,Bealeton,VA,22712,Visits cannot be scheduled online right now.
3904,3904,Natick,"219 Main Street, A-106",,Natick,MA,01760,Visits cannot be scheduled online right now.
3905,3905,Westwood,90 Brigham Way,,Westwood,MA,02090,774-231-1941
3906,3906,CMC ORTHOPEDIC CENTER,903 East Sunflower Road,Suite 100,Cleveland,MS,38732,Visits cannot be scheduled online right now.
3907,3907,Urgent Care of Kansas,22 Station Avenue,,Brunswick,ME,04011,(918) 841-6507
